account_id,awg_engagement_rate,comment_engagement_rate,like_engagement_rate,followers,following,likes,top_videos,url,geografia,rango_edad_prioritario,porcentaje_mujeres,porcentaje_hombres,tópico 1,tópico 2,Rango de precio
g0wwor_,7.030388978930308,0.2221772015126958,6.808211777417612,1851,1,50400,"https://www.tiktok.com/@g0wwor_/video/7126799458452442373,https://www.tiktok.com/@g0wwor_/video/7060569321969388806,https://www.tiktok.com/@g0wwor_/video/7059985755334069509,https://www.tiktok.com/@g0wwor_/video/7054059517083913478",https://www.tiktok.com/@g0wwor_,"La Rioja, Logroño",18-24,72.88,27.12,Arte y Cultura,Educación,30 – 150€
nervousbreakdwn,0.014912,0.0002399999999999,0.014672,12500,333,714100,"https://www.tiktok.com/@nervousbreakdwn/video/7264674937686871339,https://www.tiktok.com/@nervousbreakdwn/video/7244762800004926763,https://www.tiktok.com/@nervousbreakdwn/video/7226791841079872814,https://www.tiktok.com/@nervousbreakdwn/video/7224918382989069614,https://www.tiktok.com/@nervousbreakdwn/video/7224180295057132843",https://www.tiktok.com/@undefined,"Aragón, Zaragoza",45-54,87.24,12.76,Salud y Bienestar,Psicología,150 – 500€
faithie777,0.003871578334304,0.0003669190448456,0.0035046592894583,20200,559,271600,"https://www.tiktok.com/@faithie777/video/7264657460634570030,https://www.tiktok.com/@faithie777/video/7264652605064793386,https://www.tiktok.com/@faithie777/video/7262793063238585643,https://www.tiktok.com/@faithie777/video/7262787184070200622,https://www.tiktok.com/@faithie777/video/7259826890209250603,https://www.tiktok.com/@faithie777/video/7259455848605371690,https://www.tiktok.com/@faithie777/video/7258342061999443242,https://www.tiktok.com/@faithie777/video/7257621032339639594,https://www.tiktok.com/@faithie777/video/7257620855587409198,https://www.tiktok.com/@faithie777/video/7256861417729576234,https://www.tiktok.com/@faithie777/video/7255700562321214762,https://www.tiktok.com/@faithie777/video/7255555799244721450,https://www.tiktok.com/@faithie777/video/7252136651118447918,https://www.tiktok.com/@faithie777/video/7252133935390674222,https://www.tiktok.com/@faithie777/video/7250284962103037227,https://www.tiktok.com/@faithie777/video/7249859322975456558,https://www.tiktok.com/@faithie777/video/7249622527352491310,https://www.tiktok.com/@faithie777/video/7247989680824716590,https://www.tiktok.com/@faithie777/video/7247627433900395818,https://www.tiktok.com/@faithie777/video/7247593833947614507,https://www.tiktok.com/@faithie777/video/7241706829187829038,https://www.tiktok.com/@faithie777/video/7241065970008165674,https://www.tiktok.com/@faithie777/video/7232392694692269358,https://www.tiktok.com/@faithie777/video/7230711141977132331,https://www.tiktok.com/@faithie777/video/7230658806227750187,https://www.tiktok.com/@faithie777/video/7226491173286792490,https://www.tiktok.com/@faithie777/video/7223557086674832682,https://www.tiktok.com/@faithie777/video/7221686381851020587,https://www.tiktok.com/@faithie777/video/7221399255762701611,https://www.tiktok.com/@faithie777/video/7220593636050914606,https://www.tiktok.com/@faithie777/video/7220587018412182830,https://www.tiktok.com/@faithie777/video/7218058546175364395,https://www.tiktok.com/@faithie777/video/7190533929630387502,https://www.tiktok.com/@faithie777/video/7189303964993604910",https://www.tiktok.com/@undefined,"País Vasco, Bilbao",18-24,90.96,9.04,Animales,Viajes,150 – 500€
moamusica,0.0019860614595746,2.25688802224e-05,0.0019634925793521,6516,51,30700,"https://www.tiktok.com/@moamusica/video/7038615589069425966,https://www.tiktok.com/@moamusica/video/7029677056346705199,https://www.tiktok.com/@moamusica/video/7027509913937071366,https://www.tiktok.com/@moamusica/video/7026950020255567150,https://www.tiktok.com/@moamusica/video/6994311564308401413,https://www.tiktok.com/@moamusica/video/6964449287665192198,https://www.tiktok.com/@moamusica/video/6963482470041832709,https://www.tiktok.com/@moamusica/video/6961024515300199685,https://www.tiktok.com/@moamusica/video/6960174481667017989,https://www.tiktok.com/@moamusica/video/6957933417132494085,https://www.tiktok.com/@moamusica/video/6957762549915913477,https://www.tiktok.com/@moamusica/video/6954886886821350661,https://www.tiktok.com/@moamusica/video/6950303469030870277,https://www.tiktok.com/@moamusica/video/6949534304871451909,https://www.tiktok.com/@moamusica/video/6949533125915462917,https://www.tiktok.com/@moamusica/video/6949177857386106117,https://www.tiktok.com/@moamusica/video/6949176300217191685,https://www.tiktok.com/@moamusica/video/6949173614226836742,https://www.tiktok.com/@moamusica/video/6948910873029152005,https://www.tiktok.com/@moamusica/video/6948909221928881413,https://www.tiktok.com/@moamusica/video/6948908360959855877,https://www.tiktok.com/@moamusica/video/6948234460710096134,https://www.tiktok.com/@moamusica/video/6948224311618456838,https://www.tiktok.com/@moamusica/video/6948067895461022982,https://www.tiktok.com/@moamusica/video/6948065784388275461,https://www.tiktok.com/@moamusica/video/6947906340643818757,https://www.tiktok.com/@moamusica/video/6947905650672340229,https://www.tiktok.com/@moamusica/video/6900417596336704773,https://www.tiktok.com/@moamusica/video/6899175895819422981,https://www.tiktok.com/@moamusica/video/6894291528970243334,https://www.tiktok.com/@moamusica/video/6893935770688572678,https://www.tiktok.com/@moamusica/video/6833184855975628038,https://www.tiktok.com/@moamusica/video/6827097695665016070,https://www.tiktok.com/@moamusica/video/6816700973965249798",https://www.tiktok.com/@undefined,"Murcia, Murcia",25-34,67.62,32.38,Viajes,Moda y Belleza,30 – 150€
trufinco,0.0015064644852354,5.74620909816e-05,0.0014490023942537,89500,6395,350600,"https://www.tiktok.com/@trufinco/video/7266179025457073454,https://www.tiktok.com/@trufinco/video/7266148468589219114,https://www.tiktok.com/@trufinco/video/7266114730660498730,https://www.tiktok.com/@trufinco/video/7265830832193932586,https://www.tiktok.com/@trufinco/video/7265734569243020586,https://www.tiktok.com/@trufinco/video/7265644467418565934,https://www.tiktok.com/@trufinco/video/7265369571433975083,https://www.tiktok.com/@trufinco/video/7265297825838255406,https://www.tiktok.com/@trufinco/video/7265138399160438062,https://www.tiktok.com/@trufinco/video/7265047339260316970,https://www.tiktok.com/@trufinco/video/7264936356214738219,https://www.tiktok.com/@trufinco/video/7264659658323791146,https://www.tiktok.com/@trufinco/video/7264558092736548138,https://www.tiktok.com/@trufinco/video/7264301860041805098,https://www.tiktok.com/@trufinco/video/7264233892612197678,https://www.tiktok.com/@trufinco/video/7263845120540282155,https://www.tiktok.com/@trufinco/video/7263627015641664810,https://www.tiktok.com/@trufinco/video/7263525081849236782,https://www.tiktok.com/@trufinco/video/7263453554587929902,https://www.tiktok.com/@trufinco/video/7263213873652714794,https://www.tiktok.com/@trufinco/video/7263078811254869294,https://www.tiktok.com/@trufinco/video/7262870573481463082,https://www.tiktok.com/@trufinco/video/7262764360613858602,https://www.tiktok.com/@trufinco/video/7262705521591864619,https://www.tiktok.com/@trufinco/video/7262521339074989358,https://www.tiktok.com/@trufinco/video/7262434096465382702,https://www.tiktok.com/@trufinco/video/7262350039559851307,https://www.tiktok.com/@trufinco/video/7262122895441186091,https://www.tiktok.com/@trufinco/video/7262012093493300522,https://www.tiktok.com/@trufinco/video/7261782836552797483,https://www.tiktok.com/@trufinco/video/7261631617418956074,https://www.tiktok.com/@trufinco/video/7261380087960948011,https://www.tiktok.com/@trufinco/video/7261224421145234730,https://www.tiktok.com/@trufinco/video/7261009767211060522,https://www.tiktok.com/@trufinco/video/7260927567706721578",https://www.tiktok.com/@undefined,"Castilla-La Mancha, Toledo",35-44,87.1,12.9,Salud y Bienestar,Psicología,"500 – 1,500€"
h_rodri,0.0116104294478527,0.0003133216476774,0.0112971078001752,16300,33,282100,"https://www.tiktok.com/@h_rodri/video/7266106314890300705,https://www.tiktok.com/@h_rodri/video/7265719951711833376,https://www.tiktok.com/@h_rodri/video/7265663178908945697,https://www.tiktok.com/@h_rodri/video/7265355290621611296,https://www.tiktok.com/@h_rodri/video/7264977358573112608,https://www.tiktok.com/@h_rodri/video/7264944364076404001,https://www.tiktok.com/@h_rodri/video/7264605850700959009,https://www.tiktok.com/@h_rodri/video/7264550119687589152,https://www.tiktok.com/@h_rodri/video/7263857650532633889,https://www.tiktok.com/@h_rodri/video/7263491131147652384,https://www.tiktok.com/@h_rodri/video/7263161792363253024,https://www.tiktok.com/@h_rodri/video/7262786730699296033,https://www.tiktok.com/@h_rodri/video/7262678858938322209,https://www.tiktok.com/@h_rodri/video/7262415737111842081,https://www.tiktok.com/@h_rodri/video/7262381903582481697,https://www.tiktok.com/@h_rodri/video/7262056757885734176,https://www.tiktok.com/@h_rodri/video/7261918932431359258,https://www.tiktok.com/@h_rodri/video/7261717999453801754,https://www.tiktok.com/@h_rodri/video/7261479865545674011,https://www.tiktok.com/@h_rodri/video/7261467675119996187,https://www.tiktok.com/@h_rodri/video/7261466630478138650,https://www.tiktok.com/@h_rodri/video/7261192324405808411,https://www.tiktok.com/@h_rodri/video/7261193920640584987,https://www.tiktok.com/@h_rodri/video/7261181796350479643,https://www.tiktok.com/@h_rodri/video/6938459297974111493,https://www.tiktok.com/@h_rodri/video/6923253800476085509,https://www.tiktok.com/@h_rodri/video/6916906416720628993,https://www.tiktok.com/@h_rodri/video/6895040080935685377",https://www.tiktok.com/@undefined,"Navarra, Pamplona",35-44,89.73,10.27,Maternidad y Crianza,Relaciones y Sexualidad,150 – 500€
desarmonia,0.0318095238095238,0.000345238095238,0.0314642857142857,12000,172,108200,"https://www.tiktok.com/@desarmonia/video/7247287406758513925,https://www.tiktok.com/@desarmonia/video/7247012106510404870,https://www.tiktok.com/@desarmonia/video/7245093448372538630,https://www.tiktok.com/@desarmonia/video/7243998860295687430,https://www.tiktok.com/@desarmonia/video/7238382581950057734,https://www.tiktok.com/@desarmonia/video/7237644282897698054,https://www.tiktok.com/@desarmonia/video/7237295318906277126,https://www.tiktok.com/@desarmonia/video/7236488105568537862,https://www.tiktok.com/@desarmonia/video/7235696816430370054,https://www.tiktok.com/@desarmonia/video/7226369069816007941,https://www.tiktok.com/@desarmonia/video/7207964243134532869,https://www.tiktok.com/@desarmonia/video/7205770437123427590,https://www.tiktok.com/@desarmonia/video/7187102834385571077,https://www.tiktok.com/@desarmonia/video/7184814206271769861,https://www.tiktok.com/@desarmonia/video/7182678121752104197,https://www.tiktok.com/@desarmonia/video/7180808648153697541,https://www.tiktok.com/@desarmonia/video/7179727808707480837,https://www.tiktok.com/@desarmonia/video/7179046481243000069,https://www.tiktok.com/@desarmonia/video/7173084301485935877,https://www.tiktok.com/@desarmonia/video/7164183843086404869,https://www.tiktok.com/@desarmonia/video/7161970163959581958,https://www.tiktok.com/@desarmonia/video/7135574531267136773,https://www.tiktok.com/@desarmonia/video/7124732620398775557,https://www.tiktok.com/@desarmonia/video/7117766290185456902,https://www.tiktok.com/@desarmonia/video/7114105376311676166,https://www.tiktok.com/@desarmonia/video/7107752100498509061,https://www.tiktok.com/@desarmonia/video/7094319692931697926,https://www.tiktok.com/@desarmonia/video/7083572719685504262,https://www.tiktok.com/@desarmonia/video/7083333251175173382,https://www.tiktok.com/@desarmonia/video/7081469014974778630,https://www.tiktok.com/@desarmonia/video/7078843365831265542,https://www.tiktok.com/@desarmonia/video/7064661616557673733,https://www.tiktok.com/@desarmonia/video/7063640315667762438,https://www.tiktok.com/@desarmonia/video/7063109707136863494,https://www.tiktok.com/@desarmonia/video/7056957043999116550",https://www.tiktok.com/@undefined,"Cantabria, Santander",25-34,72.95,27.05,Animales,Viajes,150 – 500€
camouflage_1980,0.0071974898486526,0.0005094130675526,0.0066880767811,38700,4559,277200,"https://www.tiktok.com/@camouflage_1980/video/7240777047394569514,https://www.tiktok.com/@camouflage_1980/video/7227076462229179691,https://www.tiktok.com/@camouflage_1980/video/7222423931184155950,https://www.tiktok.com/@camouflage_1980/video/7219693709435079978,https://www.tiktok.com/@camouflage_1980/video/7219238166153202986,https://www.tiktok.com/@camouflage_1980/video/7219037951467048234,https://www.tiktok.com/@camouflage_1980/video/7218948067389705515,https://www.tiktok.com/@camouflage_1980/video/7216815597508775214,https://www.tiktok.com/@camouflage_1980/video/7214451165864676654,https://www.tiktok.com/@camouflage_1980/video/7210947373353209130,https://www.tiktok.com/@camouflage_1980/video/7210834715446693163,https://www.tiktok.com/@camouflage_1980/video/7210362332600372526,https://www.tiktok.com/@camouflage_1980/video/7209987748802055470,https://www.tiktok.com/@camouflage_1980/video/7201313874820255022,https://www.tiktok.com/@camouflage_1980/video/7195526001357573419,https://www.tiktok.com/@camouflage_1980/video/7193682009737383214,https://www.tiktok.com/@camouflage_1980/video/7189229723136838954,https://www.tiktok.com/@camouflage_1980/video/7188906775817489710,https://www.tiktok.com/@camouflage_1980/video/7188577601672383790,https://www.tiktok.com/@camouflage_1980/video/7187370045310258475,https://www.tiktok.com/@camouflage_1980/video/7185144774129716523,https://www.tiktok.com/@camouflage_1980/video/7184031463896124714,https://www.tiktok.com/@camouflage_1980/video/7182724419926625578,https://www.tiktok.com/@camouflage_1980/video/7179536294526209323,https://www.tiktok.com/@camouflage_1980/video/7178836275426905386,https://www.tiktok.com/@camouflage_1980/video/7178127355557268782,https://www.tiktok.com/@camouflage_1980/video/7177543348511853870,https://www.tiktok.com/@camouflage_1980/video/7177530444366269738,https://www.tiktok.com/@camouflage_1980/video/7175963612018707755,https://www.tiktok.com/@camouflage_1980/video/7175568540152433962,https://www.tiktok.com/@camouflage_1980/video/7174782629865245998,https://www.tiktok.com/@camouflage_1980/video/7174744244073303342,https://www.tiktok.com/@camouflage_1980/video/7174728934876122414,https://www.tiktok.com/@camouflage_1980/video/7174029482959932714,https://www.tiktok.com/@camouflage_1980/video/7174002751838358826",https://www.tiktok.com/@undefined,"Cantabria, Santander",25-34,55.37,44.63,Inteligencia Artificial,Negocios y Finanzas,150 – 500€
cocorascon,0.0051376883116883,0.0001075064935064,0.0050301818181818,1100000,416,17100000,"https://www.tiktok.com/@cocorascon/video/7264395947734502662,https://www.tiktok.com/@cocorascon/video/7263306610699816197,https://www.tiktok.com/@cocorascon/video/7262936859313982725,https://www.tiktok.com/@cocorascon/video/7262781599899602182,https://www.tiktok.com/@cocorascon/video/7262097489455566086,https://www.tiktok.com/@cocorascon/video/7258755006721953029,https://www.tiktok.com/@cocorascon/video/7257723561102560517,https://www.tiktok.com/@cocorascon/video/7257352553296432389,https://www.tiktok.com/@cocorascon/video/7253273704677838086,https://www.tiktok.com/@cocorascon/video/7248810880748588293,https://www.tiktok.com/@cocorascon/video/7248070970290752773,https://www.tiktok.com/@cocorascon/video/7246972252292451589,https://www.tiktok.com/@cocorascon/video/7244754693770054917,https://www.tiktok.com/@cocorascon/video/7243618117694311685,https://www.tiktok.com/@cocorascon/video/7243243826440129797,https://www.tiktok.com/@cocorascon/video/7242132891533118726,https://www.tiktok.com/@cocorascon/video/7240521496727145734,https://www.tiktok.com/@cocorascon/video/7239555888791489798,https://www.tiktok.com/@cocorascon/video/7238801339180977414,https://www.tiktok.com/@cocorascon/video/7238439090025270534,https://www.tiktok.com/@cocorascon/video/7237714825848163589,https://www.tiktok.com/@cocorascon/video/7237310235738770694,https://www.tiktok.com/@cocorascon/video/7236944758168423685,https://www.tiktok.com/@cocorascon/video/7236187668407717126,https://www.tiktok.com/@cocorascon/video/7236035060430916869,https://www.tiktok.com/@cocorascon/video/7235834480827665670,https://www.tiktok.com/@cocorascon/video/7235087362026458373,https://www.tiktok.com/@cocorascon/video/7234951916978064645,https://www.tiktok.com/@cocorascon/video/7234223483255819526,https://www.tiktok.com/@cocorascon/video/7232865488286829830,https://www.tiktok.com/@cocorascon/video/7232527898945637638,https://www.tiktok.com/@cocorascon/video/7231589233490742534,https://www.tiktok.com/@cocorascon/video/7230998775303654661,https://www.tiktok.com/@cocorascon/video/7230628623709916421,https://www.tiktok.com/@cocorascon/video/7226079206629723397",https://www.tiktok.com/@undefined,"Cantabria, Santander",25-34,91.19,8.81,Ciencia y Tecnología,Educación,"7,000 € en adelante"
sonyabarkdull,0.0011278495137892,2.31149370317e-05,0.0011047345767575,36900,275,1100000,"https://www.tiktok.com/@sonyabarkdull/video/7266239471249820974,https://www.tiktok.com/@sonyabarkdull/video/7265779665166699822,https://www.tiktok.com/@sonyabarkdull/video/7264346159018282283,https://www.tiktok.com/@sonyabarkdull/video/7263583048627719466,https://www.tiktok.com/@sonyabarkdull/video/7263261935267810602,https://www.tiktok.com/@sonyabarkdull/video/7262614688742083886,https://www.tiktok.com/@sonyabarkdull/video/7262551971352169770,https://www.tiktok.com/@sonyabarkdull/video/7262551673371888938,https://www.tiktok.com/@sonyabarkdull/video/7262424809496235307,https://www.tiktok.com/@sonyabarkdull/video/7262206330126060843,https://www.tiktok.com/@sonyabarkdull/video/7262121485039324458,https://www.tiktok.com/@sonyabarkdull/video/7260678169961811243,https://www.tiktok.com/@sonyabarkdull/video/7260339190750170410,https://www.tiktok.com/@sonyabarkdull/video/7260278839367044395,https://www.tiktok.com/@sonyabarkdull/video/7260030396555906347,https://www.tiktok.com/@sonyabarkdull/video/7259671652097903918,https://www.tiktok.com/@sonyabarkdull/video/7259555752723877163,https://www.tiktok.com/@sonyabarkdull/video/7259444445802728750,https://www.tiktok.com/@sonyabarkdull/video/7259439028120997166,https://www.tiktok.com/@sonyabarkdull/video/7258464039695650094,https://www.tiktok.com/@sonyabarkdull/video/7258068927396318510,https://www.tiktok.com/@sonyabarkdull/video/7257671432803700014,https://www.tiktok.com/@sonyabarkdull/video/7256141012911836462,https://www.tiktok.com/@sonyabarkdull/video/7255798083668282666,https://www.tiktok.com/@sonyabarkdull/video/7254744465485696299,https://www.tiktok.com/@sonyabarkdull/video/7254372379470597422,https://www.tiktok.com/@sonyabarkdull/video/7254371331133885742,https://www.tiktok.com/@sonyabarkdull/video/7254349245694741803,https://www.tiktok.com/@sonyabarkdull/video/7254056502401551659,https://www.tiktok.com/@sonyabarkdull/video/7253651557034577195,https://www.tiktok.com/@sonyabarkdull/video/7252814462527212846,https://www.tiktok.com/@sonyabarkdull/video/7252810490664029482,https://www.tiktok.com/@sonyabarkdull/video/7252584241324625194,https://www.tiktok.com/@sonyabarkdull/video/7252473915686128939",https://www.tiktok.com/@undefined,"Madrid, Madrid",25-34,63.1,36.9,Política,Negocios y Finanzas,150 – 500€
alanamarriee222,0.2483995535714285,0.0018928571428571,0.2465066964285714,14000,378,337600,"https://www.tiktok.com/@alanamarriee222/video/7265929466017287466,https://www.tiktok.com/@alanamarriee222/video/7264750206141402411,https://www.tiktok.com/@alanamarriee222/video/7263967266289634602,https://www.tiktok.com/@alanamarriee222/video/7231014153421475114,https://www.tiktok.com/@alanamarriee222/video/7224590130605067566,https://www.tiktok.com/@alanamarriee222/video/7223238043111542059,https://www.tiktok.com/@alanamarriee222/video/7219455382857469227,https://www.tiktok.com/@alanamarriee222/video/7218684243403214123,https://www.tiktok.com/@alanamarriee222/video/7217612099017657642,https://www.tiktok.com/@alanamarriee222/video/7203124095351885098,https://www.tiktok.com/@alanamarriee222/video/7200643210174074158,https://www.tiktok.com/@alanamarriee222/video/7190203608325967150,https://www.tiktok.com/@alanamarriee222/video/7189791490225360174,https://www.tiktok.com/@alanamarriee222/video/7189789105931226411,https://www.tiktok.com/@alanamarriee222/video/7189466927419428139,https://www.tiktok.com/@alanamarriee222/video/7189380114759798062,https://www.tiktok.com/@alanamarriee222/video/7189077205622820142,https://www.tiktok.com/@alanamarriee222/video/7189076714297937198,https://www.tiktok.com/@alanamarriee222/video/7187578773175307563,https://www.tiktok.com/@alanamarriee222/video/7183565002018950446,https://www.tiktok.com/@alanamarriee222/video/7151999337525005610,https://www.tiktok.com/@alanamarriee222/video/7148881852508540203,https://www.tiktok.com/@alanamarriee222/video/7146633360167898414,https://www.tiktok.com/@alanamarriee222/video/7144453916569341230,https://www.tiktok.com/@alanamarriee222/video/7139460816805612846,https://www.tiktok.com/@alanamarriee222/video/7135338122358836522,https://www.tiktok.com/@alanamarriee222/video/7134450585218174251,https://www.tiktok.com/@alanamarriee222/video/7134448046145817899,https://www.tiktok.com/@alanamarriee222/video/7133733698985315630,https://www.tiktok.com/@alanamarriee222/video/7119619037063122219,https://www.tiktok.com/@alanamarriee222/video/7118232728574889262,https://www.tiktok.com/@alanamarriee222/video/7118222546742283566",https://www.tiktok.com/@undefined,"Comunidad Valenciana, Valencia",18-24,75.11,24.89,Noticias y Actualidad,Medio Ambiente,150 – 500€
retr0siamese,0.010491295015502,0.0001092296684951,0.0103820653470069,59900,254,1500000,"https://www.tiktok.com/@retr0siamese/video/7131366418771234090,https://www.tiktok.com/@retr0siamese/video/7108146702170737962,https://www.tiktok.com/@retr0siamese/video/7108080439771860270,https://www.tiktok.com/@retr0siamese/video/7106326006427962666,https://www.tiktok.com/@retr0siamese/video/7102806198201732398,https://www.tiktok.com/@retr0siamese/video/7102801299049123115,https://www.tiktok.com/@retr0siamese/video/7096627247465008430,https://www.tiktok.com/@retr0siamese/video/7096153932350623022,https://www.tiktok.com/@retr0siamese/video/7094358466080443694,https://www.tiktok.com/@retr0siamese/video/7094057188808887598,https://www.tiktok.com/@retr0siamese/video/7093244852414106926,https://www.tiktok.com/@retr0siamese/video/7092568725995490602,https://www.tiktok.com/@retr0siamese/video/7083568825668488490,https://www.tiktok.com/@retr0siamese/video/7083261065399766315,https://www.tiktok.com/@retr0siamese/video/7080188302489341226,https://www.tiktok.com/@retr0siamese/video/7079814462126984491,https://www.tiktok.com/@retr0siamese/video/7079527624187514158,https://www.tiktok.com/@retr0siamese/video/7079403944195345710,https://www.tiktok.com/@retr0siamese/video/7077957795374730542,https://www.tiktok.com/@retr0siamese/video/7077726957496143150,https://www.tiktok.com/@retr0siamese/video/7077668096512773418,https://www.tiktok.com/@retr0siamese/video/7077588408561929518,https://www.tiktok.com/@retr0siamese/video/7076106681075191082,https://www.tiktok.com/@retr0siamese/video/7075774640441969966,https://www.tiktok.com/@retr0siamese/video/7075733929323433262,https://www.tiktok.com/@retr0siamese/video/7075725358212926766,https://www.tiktok.com/@retr0siamese/video/7074234568756235563,https://www.tiktok.com/@retr0siamese/video/7063866232138845486,https://www.tiktok.com/@retr0siamese/video/7063845726882696495,https://www.tiktok.com/@retr0siamese/video/7062072478629285166,https://www.tiktok.com/@retr0siamese/video/7062013158659165486,https://www.tiktok.com/@retr0siamese/video/7062000868404677934,https://www.tiktok.com/@retr0siamese/video/7061318225472146734,https://www.tiktok.com/@retr0siamese/video/7060941769948843311,https://www.tiktok.com/@retr0siamese/video/7060521737544387886",https://www.tiktok.com/@undefined,"Madrid, Madrid",25-34,51.87,48.13,Política,Negocios y Finanzas,"500 – 1,500€"
qcatherinee,0.0198253746793285,0.0015077186191997,0.0183176560601287,1307,182,31800,"https://www.tiktok.com/@qcatherinee/video/7231402725089627435,https://www.tiktok.com/@qcatherinee/video/7221735397976739118,https://www.tiktok.com/@qcatherinee/video/7213967748357999918,https://www.tiktok.com/@qcatherinee/video/7157926290329193771,https://www.tiktok.com/@qcatherinee/video/7155960715952606506,https://www.tiktok.com/@qcatherinee/video/7152703839940971818,https://www.tiktok.com/@qcatherinee/video/7151267229261237546,https://www.tiktok.com/@qcatherinee/video/7131202794152807722,https://www.tiktok.com/@qcatherinee/video/7129648078331628842,https://www.tiktok.com/@qcatherinee/video/7127768846882065710,https://www.tiktok.com/@qcatherinee/video/7124813527159688490,https://www.tiktok.com/@qcatherinee/video/7124776762696944942,https://www.tiktok.com/@qcatherinee/video/7120691251531369774,https://www.tiktok.com/@qcatherinee/video/7118514326067252526,https://www.tiktok.com/@qcatherinee/video/7117728089051761962,https://www.tiktok.com/@qcatherinee/video/7115832050950704427,https://www.tiktok.com/@qcatherinee/video/7115121615700004138,https://www.tiktok.com/@qcatherinee/video/7114808145301605675,https://www.tiktok.com/@qcatherinee/video/7112292863513283883,https://www.tiktok.com/@qcatherinee/video/7111462666094431534,https://www.tiktok.com/@qcatherinee/video/7110239006868278574,https://www.tiktok.com/@qcatherinee/video/7109132513276153130,https://www.tiktok.com/@qcatherinee/video/7107700221156576558,https://www.tiktok.com/@qcatherinee/video/7106979640643718446,https://www.tiktok.com/@qcatherinee/video/7106919261016198442,https://www.tiktok.com/@qcatherinee/video/7106705491207802158,https://www.tiktok.com/@qcatherinee/video/7105808215098527018,https://www.tiktok.com/@qcatherinee/video/7104330955308993835,https://www.tiktok.com/@qcatherinee/video/7104013495326297390,https://www.tiktok.com/@qcatherinee/video/7103585349674306858,https://www.tiktok.com/@qcatherinee/video/7102544449879952686,https://www.tiktok.com/@qcatherinee/video/7101901671206489390,https://www.tiktok.com/@qcatherinee/video/7101409694786276654,https://www.tiktok.com/@qcatherinee/video/7099608613131537707",https://www.tiktok.com/@undefined,"La Rioja, Logroño",45-54,59.88,40.12,Alimentación y Recetas,Salud y Bienestar,30 – 150€
carlaaramiroo,0.0017429992524869,2.05566097406e-05,0.0017224426427462,210800,184,3600000,"https://www.tiktok.com/@carlaaramiroo/video/7264267740813200673,https://www.tiktok.com/@carlaaramiroo/video/7263851970715258145,https://www.tiktok.com/@carlaaramiroo/video/7262274876826996001,https://www.tiktok.com/@carlaaramiroo/video/7261771227839073562,https://www.tiktok.com/@carlaaramiroo/video/7261670342257691931,https://www.tiktok.com/@carlaaramiroo/video/7261297846547123483,https://www.tiktok.com/@carlaaramiroo/video/7261297537045237019,https://www.tiktok.com/@carlaaramiroo/video/7261000253447359770,https://www.tiktok.com/@carlaaramiroo/video/7260633528172367131,https://www.tiktok.com/@carlaaramiroo/video/7256912660858440986,https://www.tiktok.com/@carlaaramiroo/video/7248643396900850970,https://www.tiktok.com/@carlaaramiroo/video/7245703288996351259,https://www.tiktok.com/@carlaaramiroo/video/7238260918239415579,https://www.tiktok.com/@carlaaramiroo/video/7235335375068138778,https://www.tiktok.com/@carlaaramiroo/video/7216418179357166853,https://www.tiktok.com/@carlaaramiroo/video/7205392727716924677,https://www.tiktok.com/@carlaaramiroo/video/7203451455729044741,https://www.tiktok.com/@carlaaramiroo/video/7201813035185409285,https://www.tiktok.com/@carlaaramiroo/video/7196434117079125254,https://www.tiktok.com/@carlaaramiroo/video/7196432546316471558,https://www.tiktok.com/@carlaaramiroo/video/7183088005513563398,https://www.tiktok.com/@carlaaramiroo/video/7178156345940561157,https://www.tiktok.com/@carlaaramiroo/video/7122863573503610117,https://www.tiktok.com/@carlaaramiroo/video/7112030928708439301,https://www.tiktok.com/@carlaaramiroo/video/7098699193857903877,https://www.tiktok.com/@carlaaramiroo/video/7098698207194090757,https://www.tiktok.com/@carlaaramiroo/video/7098696512930073862,https://www.tiktok.com/@carlaaramiroo/video/7097182230786608389,https://www.tiktok.com/@carlaaramiroo/video/7091745206088895749,https://www.tiktok.com/@carlaaramiroo/video/7091670108212415750,https://www.tiktok.com/@carlaaramiroo/video/7082736105484815622,https://www.tiktok.com/@carlaaramiroo/video/7068830748010204422,https://www.tiktok.com/@carlaaramiroo/video/7066842093250989317",https://www.tiktok.com/@undefined,"Galicia, A Coruña",25-34,81.95,18.05,Arte y Cultura,Educación,"500 – 1,500€"
